Welcome to the profile statistics browser.
cProfiled.rmm.pool% cProfiled.rmm.pool% Wed May 11 16:21:45 2022    cProfiled.rmm.pool

         11575143 function calls (11544055 primitive calls) in 75.363 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/os.py:804(fsencode)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/types/misc.py:354(ClassInstanceType)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/timeit.py:83(Timer)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/utils.py:261(ConfigOptions)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/cudf/core/frame.py:194(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/zipfile.py:2303(__init__)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/typing/cmathdecl.py:52(Cmath_phase)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pandas/core/accessor.py:14(DirNamesMixin)
        2    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/cupyx/jit/_cuda_types.py:26(__init__)
        1    0.000    0.000    0.001    0.001 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/distutils/version.py:10(<module>)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/llvmlite/ir/types.py:475(BaseStructType)
        2    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/llvmlite/binding/ffi.py:257(__del__)
        4    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/nvtx/colors.py:24(color_to_hex)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pandas/core/indexes/numeric.py:384(Float64Index)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/packaging/_structures.py:35(NegativeInfinityType)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/typing/npydecl.py:228(NumpyRulesInplaceArrayOperator)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/typing/builtins.py:219(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/asyncio/protocols.py:1(<module>)
        5    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/statsmodels/compat/python.py:59(metaclass)
        3    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/cuda/cudadecl.py:349(_genfp16_binary)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/bytecode.py:199(ByteCode)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/statsmodels/tsa/statespace/exponential_smoothing.py:738(ExponentialSmoothingResultsWrapper)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/scipy/interpolate/_cubic.py:364(Akima1DInterpolator)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/calendar.py:410(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/six.py:164(_resolve)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/scipy/stats/_continuous_distns.py:3229(gumbel_r_gen)
        2    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/statsmodels/tools/docstring.py:701(indent)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/google/protobuf/internal/well_known_types.py:825(ListValue)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/cuda/cudadecl.py:510(CudaFp16Template)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/types/containers.py:612(ListType)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/asyncio/sslproto.py:35(_SSLPipe)
        1    0.000    0.000    0.000    0.000 {method 'writerow' of '_csv.writer' objects}
        1    0.000    0.000    0.112    0.112 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/fsspec/__init__.py:47(process_entries)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/cudf/core/index.py:1291(NumericIndex)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/statsmodels/tsa/statespace/sarimax.py:2027(SARIMAXResultsWrapper)
        1    0.000    0.000    0.001    0.001 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/logging/__init__.py:411(PercentStyle)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pandas/io/formats/info.py:322(DataFrameInfoPrinter)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/cuda/descriptor.py:11(__init__)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pandas/core/computation/ops.py:191(Constant)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/statsmodels/tools/rootfinding.py:2(<module>)
        2    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/llvmlite/ir/types.py:27(as_pointer)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/urllib/response.py:68(addinfourl)
        3    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numpy/lib/ufunclike.py:58(_fix_and_maybe_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pandas/io/json/_json.py:617(JsonReader)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/threading.py:589(Barrier)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/utils.py:455(bit_length)
        3    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/psutil/_common.py:710(open_binary)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/typing/builtins.py:285(BitwiseShiftOperation)
        1    0.000    0.000    0.003    0.003 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/cupy/random/_sample.py:7(rand)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/cupy/_manipulation/shape.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/dateutil/parser/_parser.py:568(parser)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pandas/core/indexes/range.py:841(_getitem_slice)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/typeconv/castgraph.py:76(__init__)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pandas/core/internals/blocks.py:1681(NDArrayBackedExtensionBlock)
        3    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/typing.py:1927(_namedtuple_mro_entries)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pandas/io/formats/format.py:608(_initialize_justify)
        7    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pandas/_config/config.py:800(inner)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/socket.py:661(SocketIO)
        2    0.000    0.000    0.000    0.000 {built-in method _locale.setlocale}
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/cudf/io/parquet.py:701(ParquetDatasetWriter)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/cupyx/_rsqrt.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/llvmlite/binding/context.py:12(ContextRef)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/cupy/_core/_fusion_op.py:85(_ElementwiseTraceOp)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pandas/io/json/_json.py:138(Writer)
        2    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numpy/ma/core.py:6633(__init__)
        2    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/tokenize.py:319(read_or_stop)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/typing/context.py:48(__init__)
        2    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/tokenize.py:325(find_cookie)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/cachetools/__init__.py:281(RRCache)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/cupyx/jit/_internal_types.py:11(Data)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/stencils/stencil.py:65(StencilFunc)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/patsy/missing.py:52(NAAction)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pkg_resources/__init__.py:1873(FileMetadata)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/multiprocessing/synchronize.py:210(Condition)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/cuda/cudadrv/driver.py:411(get_device_count)
        1    0.000    0.000    0.003    0.003 <frozen importlib._bootstrap_external>:1082(_cache_bytecode)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pyarrow/orc.py:26(ORCFile)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/importlib/metadata.py:378(DistributionFinder)
        1    0.000    0.000    0.000    0.000 cuda/cudart.pyx:17670(cudaDriverGetVersion)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/six.py:493(Module_six_moves_urllib)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/scipy/optimize/_trustregion_constr/canonical_constraint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/parfors/parfor.py:2801(ParforPass)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/typing_extensions.py:1167(ParamSpec)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/patsy/infix_parser.py:49(Token)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/scipy/optimize/_trustregion.py:28(BaseQuadraticSubproblem)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pkg_resources/__init__.py:1619(_register)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/statsmodels/tsa/statespace/varmax.py:1196(VARMAXResultsWrapper)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/dateutil/tz/tz.py:132(tzoffset)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/patsy/constraint.py:243(_EvalConstraint)
        9    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/cupyx/time.py:10(_PerfCaseResult)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/np/ufunc/decorators.py:30(Vectorize)
        1    0.000    0.000    0.015    0.015 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/cudf/api/__init__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/statsmodels/discrete/count_model.py:640(ZeroInflatedNegativeBinomialP)
        1    0.000    0.000    0.000    0.000 cuda/_cuda/ccuda.pyx:1(__Pyx_PyMODINIT_FUNC PyInit_ccuda(void))
       15    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pyarrow/vendored/version.py:441(_parse_letter_version)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pandas/io/formats/info.py:459(DataFrameTableBuilder)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/statsmodels/multivariate/manova.py:18(MANOVA)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/statsmodels/iolib/smpickle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/logging/__init__.py:553(__init__)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pandas/io/parsers/base_parser.py:118(BadLineHandleMethod)
        2    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:460(__iter__)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/scipy/_lib/deprecation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pandas/core/internals/managers.py:622(_consolidate_inplace)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/cudf/_version.py:7(<module>)
        1    0.000    0.000    0.001    0.001 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/cpu_options.py:25(__init__)
        6    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pandas/core/nanops.py:108(__init__)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/h5py/_hl/vds.py:146(VirtualLayout)
       13    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/llvmlite/ir/builder.py:158(_castop)
        2    0.000    0.000    0.000    0.000 {pyarrow.lib.int8}
        3    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/statsmodels/base/data.py:426(_get_xarr)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/misc/llvm_pass_timings.py:274(PassTimingsCollection)
        1    0.000    0.000    0.011    0.011 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pandas/core/computation/api.py:3(<module>)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/statsmodels/genmod/bayes_mixed_glm.py:190(_BayesMixedGLM)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/cudf/core/column/decimal.py:178(Decimal32Column)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/unittest/mock.py:2380(_Call)
        1    0.000    0.000    0.000    0.000 {built-in method cupy_backends.cuda.libs.nvrtc.getPTX}
